situacaoEmpresa,tipoEmpresa,cnpj,razaoSocial,endereco,bairro,codIBGEmunicipio,municipio,uf,cep,telefone,motoristasHabilitados,rodoviarioAtivo,semiurbanoAtivo,fretamentoAtivo,codigoTAFfretamento,emailContatoRegular,emailContatoFretamento,tipoOutorgaRodoviario,tipoOutorgaSemiurbano,tipoOutorgaFretamento,dataAutorizacaoRodoviario,dataVigenciaRodoviario,dataAutorizacaoSemiurbano,dataVigenciaSemiurbano,dataAutorizacaoFretamento,dataVigenciaFretamento,numLinhasAtivasRodoviarioInterestadual,numLinhasAtivasSemiurbanoInterestadual,numLicencasFretamento12mesesInterestadual,numLinhasAtivasRodoviarioInternacional,numLinhasAtivasSemiurbanoInternacional,numLicencasFretamento12mesesInternacional,numVeiculosTipoOnibus,numVeiculosTipoMicroOnibus,numVeiculosTipoSemiurbano,numVeiculosAtivosRodoviario,numVeiculosAtivosSemiurbano,numVeiculosAtivosFretamento,numViagensAcumAnoRodoviarioInterestadual,numViagensAcumAnoSemiurbanoInterestadual,numLicencasAcumAnoFretamentoInterestadual,numPassageirosAcumAnoRodoviarioInterestadual,numPassageirosAcumAnoSemiurbanoInterestadual,numPassageirosAcumAnoFretamentoInterestadual,numViagensAcumAnoRodoviarioInternacional,numViagensAcumAnoSemiurbanoInternacional,numLicencasAcumAnoFretamentoInternacional,numPassageirosAcumAnoRodoviarioInternacional,numPassageirosAcumAnoSemiurbanoInternacional,numPassageirosAcumAnoFretamentoInternacional,dataReferencia,Coluna1,Coluna2,Coluna3,Coluna4
ativa,nacional,8474924000131,VIAÇÃO BURGUESA DE TRANSPORTE DE PASSAGEIRO E TURISMO LTDA-ME,"TRAV. DUQUE DE CAXIAS,N° 140",NOVA SANTA INÊS,210990,SANTA INES,MA,65300000,86-99485-4924,7,não,não,sim,21.9671,,andrea@agadelha.com.br;valvilarinho@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42587,NULL,0,0,12,0,0,0,2,0,0,0,0,2,0,0,2,0,0,71,0,0,0,0,0,0,42705,,,,
ativa,nacional,7660750000139,VIAÇÃO CACHOEIRENSE LTDA - ME,"RUA JUSCELINO KUBITSCHEK DE OLIVEIRA, 450",SÃO JOAO,311390,CARMO DA CACHOEIRA,MG,37225000,35-3225-1550,2,não,não,sim,31.8807,,empresasouzatur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42173,42904,0,0,8,0,0,0,2,0,0,0,0,2,0,0,5,0,0,221,0,0,0,0,0,0,42705,,,,
ativa,nacional,11047649000184,VIAÇÃO CAIÇARA LTDA.,Avenida Francisco Lacerda de Aguiar  - nº 47 - Gilberto Machado,,320120,CACHOEIRO DE ITAPEMIRIM,ES,29303300,(28) 2101-2560,560,sim,não,não,na     ,fernando.santos@kaissara.com.br,,AUTORIZAÇÃO,na,na,1,42704,NULL,NULL,NULL,NULL,104,0,0,0,0,0,253,0,0,253,0,0,6386,0,0,111954,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,54248547000130,VIAÇÃO CALVIPE LTDA - EPP,"RUA JÚLIO PRESTES, 111",CENTRO,352640,LARANJAL PAULISTA,SP,18500000,15-3283-1002,14,não,não,sim,35.2909,,elaine@calviptur.com.br;marcelo@calviptur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,42,0,0,0,10,0,0,0,0,10,0,0,33,0,0,1356,0,0,0,0,0,0,42705,,,,
ativa,nacional,9254364000172,VIAÇAO CAMPESTRE LTDA ME,"AVENIDA PREFEITO SYLVIO DAMASO DE CASTRO, 1407",JARDIM CAMPESTRE,313820,LAVRAS,MG,37200000,35-3822-0745,34,não,não,sim,31.8117,,emdatur@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42349,NULL,0,0,208,0,0,0,8,0,0,0,0,8,0,0,150,0,0,6659,0,0,0,0,0,0,42705,,,,
ativa,nacional,19125863000113,VIAÇÃO CAMPO BELO LTDA.,RODOVIA MG  050  - Nº KM 202 - VILA SOUZA E SILVA,,312610,FORMIGA,MG,35570000,(37) 3329-1750,28,sim,não,sim,31.017,fretamento@amep.com.br; dominato@terra.com.br;,fretamento@amep.com.br; vcb@amep.com.br,AUTORIZAÇÃO,na,AUTORIZAÇÃO,42370,42704,NULL,NULL,42698,NULL,3,0,81,0,0,0,10,0,0,10,0,10,1710,0,74,45102,0,3011,0,0,0,0,0,0,42705,,,,
ativa,nacional,11827210000174,VIAÇÃO CAMPOS GERAIS LTDA - ME,"AVENIDA JOÃO JULIO DE FARIA, Nº 280",JARDIM NOVA ERA,310710,BOA ESPERANÇA,MG,37170000,35-38513284,9,não,não,sim,31.8235,,trans-esperancense@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42362,NULL,0,0,126,0,0,0,4,0,0,0,0,4,0,0,86,0,0,3390,0,0,0,0,0,0,42705,,,,
ativa,nacional,84438209000121,VIAÇÃO CANARINHO LTDA,"RUA ROBERTO ZIEMANN, 460",CENTRO,420890,JARAGUA DO SUL,SC,89255300,47-3275-8500,37,não,não,sim,42.0277,,turismo@canarinho.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42207,42938,0,0,50,0,0,0,10,0,0,0,0,10,0,0,37,0,0,1216,0,0,0,0,0,0,42705,,,,
ativa,nacional,75111021000183,VIAÇÃO CASTELO BRANCO LTDA.,"RUA ALBERTO SANTOS DUMONT, 15",CENTRO,412080,QUATRO BARRAS,PR,83420000,41-3672-1492,20,não,não,sim,41.0001,,eva@viajecastelo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42444,NULL,0,0,68,0,0,0,9,0,0,0,0,9,0,0,45,0,0,1642,0,0,0,0,0,0,42705,,,,
ativa,nacional,16345282000107,VIAÇÃO CENTRAL BAHIA E TRANSPORTES LTDA.,"APM-SE 125, AVENIDA LO 27 - Nº C/A TO 050 - TERMINAL RODOVIÁRIO",,172100,PALMAS,TO,77016524,(77) 2102-8510,36,sim,não,sim,17.92,gerenciavca@viacaonovohorizonte.com.br,diretoria@viacaonovohorizonte.com.br,AUTORIZAÇÃO,na,AUTORIZAÇÃO,32192,42704,NULL,NULL,42395,NULL,5,0,0,0,0,0,33,0,0,31,0,5,2104,0,0,36671,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,16861849000190,VIAÇÃO CERRA TRANSP RODOV COLET DE PASS LTDA,"RUA TIJUCA, 245",AURORA,430470,CARAZINHO,RS,99500000,054-91228456,11,não,não,sim,43.7803,,viacaocerra@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,17,0,0,29,2,0,0,0,0,2,0,0,11,0,0,246,0,0,26,0,0,592,42705,,,,
ativa,nacional,28670958000109,VIACAO CIDADE DO ACO LTDA,"RODOVIA PRESID. DUTRA, KM 269 - SAO LUIS",,330040,BARRA MANSA,RJ,27338000,(24) 3323-4022,282,sim,não,sim,33.0166,diretoria@cidadedoaco.com.br,fretamento@cidadedoaco.com.br,AUTORIZAÇÃO,na,AUTORIZAÇÃO,42370,42704,NULL,NULL,42156,42887,9,0,631,0,0,0,108,0,0,28,0,108,17569,0,377,417621,0,15994,0,0,0,0,0,0,42705,,,,
ativa,nacional,77758308000125,VIAÇÃO CIDADE VERDE LTDA,"AVENIDA TANCREDO NEVES, 3375",,410830,FOZ DO IGUACU,PR,85867633,(45) 3523-1727,12,não,sim,não,na     ,antt@viacaocidadeverde.com.br;,,na,na,na,NULL,NULL,27716,42704,NULL,NULL,0,0,0,0,2,0,0,0,7,0,7,0,0,0,0,0,0,0,0,4678,0,0,86096,0,42705,,,,
ativa,nacional,51321990000109,VIAÇÃO CLEWIS LTDA,"RUA CARIOBA, 699",CORDENONSI,350160,AMERICANA,SP,13472560,19-3406-4635,31,não,não,sim,35.2025,,clewis@clewis.com.br; turismo@clewis.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42446,NULL,0,0,13,0,0,0,3,0,0,0,0,3,0,0,12,0,0,500,0,0,0,0,0,0,42705,,,,
ativa,nacional,61084018000103,VIAÇÃO COMETA S.A.,Rua Nilton Coelho de Andrade - nº 772 - Vila Maria,,355030,SAO PAULO,SP,2167900,(11) 2125-2500,1722,sim,não,sim,35.1714,manoel.brito@viacaocometa.com.br,trafegojdf@viacaocometa.com.br,AUTORIZAÇÃO,na,AUTORIZAÇÃO,42370,42704,NULL,NULL,42303,NULL,74,0,688,0,0,0,432,0,0,429,0,85,58157,0,522,1594591,0,20806,0,0,0,0,0,0,42705,,,,
ativa,nacional,21642756000104,VIAÇÃO CONTINENTAL DE TRANSPORTES LTDA.,Rua Maranhão - nº 166 - Cônego Getúlio,,314800,PATOS DE MINAS,MG,38700204,(34) 3825-2524,54,sim,não,não,na     ,ernandes@saogeraldo.com.br,,AUTORIZAÇÃO,na,na,42370,42704,NULL,NULL,NULL,NULL,9,0,0,0,0,0,10,0,0,10,0,0,2282,0,0,56022,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,7073167000121,VIAÇÃO CORREA LTDA,"RUA SANTANA DA VARGEM, 427 - A",BOTAFOGO,316940,TRES PONTAS,MG,37190000,35-3265-5815,9,não,não,sim,31.4294,,transcorreatp@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42293,NULL,0,0,101,0,0,0,4,0,0,0,0,4,0,0,66,0,0,3289,0,0,0,0,0,0,42705,,,,
ativa,nacional,16856864000140,VIAÇÃO CRISTIANO MORAIS LTDA-ME,"RUA MARECHAL FLORIANO, Nº 193, LETRA C",CENTRO,315400,RAUL SOARES,MG,35350000,33-3351-1239,17,não,não,sim,31.7782,,turismocristianomorais@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42173,42904,0,0,125,0,0,0,5,0,0,0,0,5,0,0,91,0,0,3197,0,0,0,0,0,0,42705,,,,
ativa,nacional,25450370000151,VIAÇÃO CRUZ DE MALTA LTDA,"AV. TONICO DOS SANTOS, 877",JARDIM INDUBERABA,317010,UBERABA,MG,38040000,34-3336-4770,44,não,não,sim,31.0159,,cruzdemalta@terra.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,689,0,0,0,22,0,0,0,0,22,0,0,489,0,0,17825,0,0,0,0,0,0,42705,,,,
ativa,nacional,23060633000190,VIAÇÃO DBR EIRELLI ME,RUA PAULINA PILLATI Nº 397,VILA NOVA,421500,RIO NEGRINHO,SC,89295000,47-36448812,5,não,não,sim,42.9048,,viacaodbr@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42328,NULL,0,0,69,0,0,0,2,1,0,0,0,3,0,0,55,0,0,1577,0,0,0,0,0,0,42705,,,,
ativa,nacional,71156343000198,VIAÇÃO DOIS AMIGOS LTDA,"AVENIDA PREFEITO LORIVAL LOURENÇO FERREIRA, Nº 105",CENTRO,312690,FREI INOCENCIO,MG,35112000,33-3277-9202--8402-0552,19,não,não,sim,31.5424,,viacaodoisamigos2008@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42695,NULL,0,0,35,0,0,0,2,0,0,0,0,2,0,0,30,0,0,1368,0,0,0,0,0,0,42705,,,,
ativa,nacional,4718569000148,VIAÇÃO E TURISMO MOREIRA FILHOS LTDA.,"RUA CREMILDA CORDIER LIMA, 91 TÉRREO",JAÇANA,291480,ITABUNA,BA,45608420,73-3617-2018,20,não,não,sim,29.1102,,mmturismobrasil@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42156,42887,0,0,6,0,0,0,2,0,0,0,0,2,0,0,5,0,0,210,0,0,0,0,0,0,42705,,,,
ativa,nacional,59984542000199,VIAÇÃO E TURISMO SANTA RITA DE CÁSSIA LTDA,"AV. DOMINGOS FALAVINA, 1550 SALA 01",JARDIM MARAJÓ,354980,SAO JOSÉ DO RIO PRETO,SP,15045395,17-3236-5266,24,não,não,sim,35.2113,,viagens@staritadecassia.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42173,42904,0,0,124,0,0,0,12,0,0,0,0,12,0,0,87,0,0,3730,0,0,0,0,0,0,42705,,,,
ativa,nacional,20142378000137,VIAÇÃO EDILSON LTDA,"RUA INHAPIM, 331",ORION,312230,DIVINOPOLIS,MG,35502052,37-3222-0490--8831-1540,21,não,não,sim,31.0137,,gilbertoluciene@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42642,NULL,0,0,41,0,0,0,8,0,0,0,0,8,0,0,34,0,0,1185,0,0,0,0,0,0,42705,,,,
ativa,nacional,79267860000146,VIAÇÃO ELO LTDA,"RUA JORGE JOSÉ SALIBA, 265",VILA NOVA,421010,MAFRA,SC,89300000,47-3642-1767,10,não,não,sim,42.3689,,ellotur@ellotur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,96,0,0,0,2,0,0,0,0,2,0,0,62,0,0,2266,0,0,0,0,0,0,42705,,,,
ativa,nacional,2787341000184,VIAÇÃO ÉLVIO TRANSPORTES E TURISMO LTDA - EPP,RUA JOSÉ BATISTA 44  1 ANDAR,CENTRO,353780,PIEDADE,SP,18170000,15-3244-1204--3244-2339,12,não,não,sim,35.2959,,empresa.elvio@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,6,0,0,0,3,0,0,0,0,3,0,0,6,0,0,253,0,0,0,0,0,0,42705,,,,
ativa,nacional,4229706000180,VIAÇÃO ESMERALDA TRANSPORTES LTDA.,Rua Santa Catarina - nº 50 Sala 56 L3 - Centro,,411370,LONDRINA,PR,86010470,(11) 3683-3127,99,sim,não,não,na     ,mgomesfernandes@hotmail.com,,AUTORIZAÇÃO JUDICIAL,na,na,42573,42704,NULL,NULL,NULL,NULL,10,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,25629544000148,VIACAO ESTRELA LTDA,"AV. LAURICIO PEDRO RASMUSSEM, 160 - QD. ÁREA - LT. 02 - SETOR MORAIS",,520870,GOIANIA,GO,74620030,34-3256-9637,53,sim,não,não,na     ,fbmadvogados@uol.com.br,,na,na,na,28459,42704,NULL,NULL,NULL,NULL,3,0,0,0,0,0,21,0,0,21,0,0,364,0,0,13271,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,12647487000188,VIACAO EXPRESSO PLANALTINA - EIRELI - EPP (COOTRANSP),"COND.  NOVA DIGNÉIA II - CONJ. A LOTES 16, 17 E 18  - SOBRADINHO",,530010,BRASILIA,DF,73017016,61- 3226-7424,165,não,sim,não,na     ,gomestt@yahoo.com.br,,na,na,na,NULL,NULL,28579,42704,NULL,NULL,0,2,0,0,0,0,0,0,92,0,92,0,0,22829,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,18115340000123,VIAÇÃO FELICIDADE - TRANSPORTES E TURISMO LTDA - ME,"RUA OLIVIO KEMP, Nº 198",CENTRO,412120,QUITANDINHA,PR,83840000,41-36231169,13,não,não,sim,41.8047,,felicidade_turismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42328,NULL,0,0,106,0,0,0,4,0,0,0,0,4,0,0,63,0,0,2499,0,0,0,0,0,0,42705,,,,
ativa,nacional,7165751000107,VIAÇÃO FLECHA LTDA- ME,RUA IRMÃ MARIA JOSÉ DA MOTA 180,VILA MONTANHESA,313670,JUIZ DE FORA,MG,36048180,32-32236200,76,não,não,sim,31.6441,,flechatur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42373,NULL,0,0,234,0,0,0,8,2,0,0,0,10,0,0,180,0,0,7286,0,0,0,0,0,0,42705,,,,
ativa,nacional,78586674000107,VIAÇÃO GARCIA LTDA.,Avenida Celso Garcia Cid - nº 1100 - Boa Vista,,411370,LONDRINA,PR,86039000,(43) 3373-2000,600,sim,não,sim,41.0028,vgarcia@viacaogarcia.com; tcva@terra.com.br,turismo3@viacaogarcia.com.br,AUTORIZAÇÃO,na,AUTORIZAÇÃO,42370,42704,NULL,NULL,42569,NULL,90,0,460,0,0,4,256,0,0,252,0,182,29763,0,315,655836,0,12498,8,0,3,0,0,104,42705,,,,
ativa,nacional,1564418000194,VIAÇÃO GOIÂNIA LTDA.,"Avenida Perimetral Norte, 3442, Sala 90, Vila João Vaz",,520870,GOIANIA,GO,74445190,62 4014-6160,25,sim,não,não,na     ,viacaogoiania@odilonsantos.com,,AUTORIZAÇÃO,na,na,42370,42704,NULL,NULL,NULL,NULL,2,0,0,0,0,0,6,0,0,6,0,0,1034,0,0,128190,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,78132636000184,VIAÇÃO GRACIOSA LTDA.,Rua Jóquei Clube  - nº 188 - Prado Velho,,410690,CURITIBA,PR,80215220,(41) 3213-5511,47,sim,não,não,na     ,graciosa@viacaograciosa.com.br,,na,na,na,25167,42704,NULL,NULL,NULL,NULL,4,0,0,0,0,0,10,0,0,10,0,0,1892,0,0,21069,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,3288857000147,VIAÇÃO GUANDUENSE GUANTUR LTDA - EPP,"RUA D. PEDRO II, Nº205",SAPUCAIA,320080,BAIXO GUANDU,ES,29730000,27-37321584,10,não,não,sim,32.0538,,guantur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42587,NULL,0,0,179,0,0,0,5,0,0,0,0,5,0,0,127,0,0,5337,0,0,0,0,0,0,42705,,,,
ativa,nacional,66473554000114,VIAÇÃO GUAXUPÉ LTDA,"RUA SEBASTIÃO MONTEIRO FERRAZ, Nº 225",POLO INDUSTRIAL II,312870,GUAXUPÉ,MG,37800000,35-3551-3510,17,não,não,sim,31.1231,,tuga.turismo@hotmail.com; marilia@grupotuga.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42698,NULL,0,0,20,0,0,0,7,0,0,0,0,7,0,0,18,0,0,550,0,0,0,0,0,0,42705,,,,
ativa,nacional,18286242000159,VIAÇÃO HOBBY TURISMO EIRELI - ME,RUA SEBASTIÃO ANTONIO CARLOS N° 270,BANDEIRANTES,310620,BELO HORIZONTE,MG,31365430,31-34772148,20,não,não,sim,31.827,,hobbytur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42642,NULL,0,0,15,0,0,0,2,0,0,0,0,2,0,0,2,0,0,96,0,0,0,0,0,0,42705,,,,
ativa,nacional,19728401000190,VIAÇÃO IRMÃOS LTDA,"RUA ORLANDO MUNIZ DE CARVALHO, 97",CENTRO,313867,LUISBURGO,MG,36923000,33-3378-7014,8,não,não,sim,31.1094,,viacaoirmaos.ltda@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42278,NULL,0,0,44,0,0,0,4,0,0,0,0,4,0,0,31,0,0,1345,0,0,0,0,0,0,42705,,,,
ativa,nacional,75914523000142,VIAÇÃO ITAIPU LTDA.,Avenida República Argentina - nº 4356 - Jardim São Paulo I,,410830,FOZ DO IGUACU,PR,85856378,,0,não,sim,não,na     ,viacaoitaipu@viacaoitaipu.com.br,,na,na,na,NULL,NULL,31681,42704,NULL,NULL,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2976,0,0,32921,0,42705,,,,
ativa,nacional,27175975000107,VIAÇÃO ITAPEMIRIM S/A,Avenida Cruzeiro do Sul  - nº 1800 Sala 100 - Canindé,,355030,SAO PAULO,SP,2030000,(11) 2146-8316,1083,sim,não,não,na     ,fabio.pereira@itapemirimcorp.com.br,,AUTORIZAÇÃO,na,na,42653,42704,NULL,NULL,NULL,NULL,57,0,0,0,0,0,275,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,21256623000108,VIAÇÃO ITAUNA LTDA,"RUA ANTÔNIO CORRADI, 130",CENTRO,313380,ITAUNA,MG,35680353,37-3249-2600,10,não,não,sim,31.2201,,transportes@viacaoitauna.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41997,42728,0,0,10,0,0,0,3,0,0,0,0,3,0,0,7,0,0,256,0,0,0,0,0,0,42705,,,,
ativa,nacional,8335394000140,VIAÇAO J REIS LTDA,"R: AUGUSTA BARBOSA,120",FLORESTA,312600,FLORESTAL,MG,38770000,38-3561-2851,14,não,não,sim,31.5333,,viacaojreis@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,22,0,0,0,2,0,0,0,0,2,0,0,18,0,0,818,0,0,0,0,0,0,42705,,,,
ativa,nacional,7934775000183,VIAÇÃO JABOTICABALENSE LTDA - EPP,LAZARO GOMES DO AMARAL 300,JARDIM ALVORADA,352430,JABOTICABAL,SP,14875620,16-32022220,15,não,não,sim,35.9287,,orcamento@jabotur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42444,NULL,0,0,42,0,0,0,8,0,0,0,0,8,0,0,26,0,0,985,0,0,0,0,0,0,42705,,,,
ativa,nacional,50479476000125,VIAÇÃO JACAREÍ LTDA,"RODOVIA PRESIDENTE DUTRA, KM 156",LIMOEIRO,354990,SAO JOSÉ DOS CAMPOS,SP,12240420,12-3931-3966,37,não,não,sim,35.0303,,viagens2@viacaojacarei.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42173,42904,0,0,69,0,0,0,11,0,0,0,0,11,0,0,45,0,0,1503,0,0,0,0,0,0,42705,,,,
ativa,nacional,5773519000126,VIAÇÃO JAVARY LTDA - ME,"RUA NHÔ NHÔ VIANA, 100",GOVERNADOR PORTELA,330290,MIGUEL PEREIRA,RJ,26910000,24-2484-3341,12,não,não,sim,33.3291,,climaturviagens@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42587,NULL,0,0,119,0,0,0,7,0,0,0,0,7,0,0,77,0,0,2748,0,0,0,0,0,0,42705,,,,
ativa,nacional,14602189000105,VIAÇÃO JEQUIE CIDADE SOL LTDA,AVENIDA OTAVIO MANGABEIRA S/N,MANDACARU,291800,JEQUIÉ,BA,45208000,73-3047-1000,23,não,não,sim,29.706,,turismojequie@cidadesol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,14,0,0,0,8,0,0,0,0,8,0,0,10,0,0,473,0,0,0,0,0,0,42705,,,,
ativa,nacional,26428813000170,VIACAO JLS LTDA,AVENIDA AYLON MACEDO Nº 63 - SALA 02 - BAIRRO BOA VISTA BARREIRINHAS,,290320,BARREIRAS,BA,47804510,(77) 3611-7398,0,sim,não,não,na     ,VIACAOJLS@HOTMAIL.COM,,AUTORIZAÇÃO JUDICIAL,na,na,39071,42704,NULL,NULL,NULL,NULL,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,5469602000106,VIAÇÃO JOSEPH HYGGOR LTDA - ME,RODOVIA LOURIVAL BATISTA 1919,CENTRO,280710,SIMAO DIAS,SE,49780000,79-3611-1571,3,não,não,sim,28.8187,,hyggortur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42349,NULL,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,223,0,0,0,0,0,0,42705,,,,
ativa,nacional,19686233000118,VIAÇÃO JP LTDA - ME,RUA DR. JOSE MACARIO DA LUZ,BOM JESUS,315400,RAUL SOARES,MG,35350000,33-33512043,14,não,não,sim,31.8423,,viacaojp@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42571,NULL,0,0,57,0,0,0,5,0,0,0,0,5,0,0,35,0,0,1428,0,0,0,0,0,0,42705,,,,
ativa,nacional,16777831000104,VIAÇÃO KELLY LTDA,"RUA DOS NOGUEIRAS, 56",CENTRO,313220,ITAGUARA,MG,35514000,37-3184-1281--9969-6610,20,não,não,sim,31.0426,,idaldegan@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,71,0,0,0,3,0,0,0,0,3,0,0,54,0,0,2399,0,0,0,0,0,0,42705,,,,
ativa,nacional,1356314000194,VIAÇÃO KNAAK LTDA EPP,RUA BERNARDINO MONTEIRO Nº01,CENTRO,320270,ITAGUAÇU,ES,29690000,27-995838097,20,não,não,sim,32.0563,,v.knaak@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42649,NULL,0,0,60,0,0,0,2,0,0,0,0,2,0,0,37,0,0,1680,0,0,0,0,0,0,42705,,,,
ativa,nacional,7004424000173,VIAÇÃO LIMA & SILVA LTDA - EPP,AV DA AMIZADE Nº 1199,GERIVÁ,354580,SANTA BARBARA D'OESTE,SP,13455386,019-34576135,14,não,não,sim,35.7202,,contato@fretarlimaesilva.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42569,NULL,0,0,14,0,0,0,6,0,0,0,0,6,0,0,7,0,0,292,0,0,0,0,0,0,42705,,,,
ativa,nacional,58565771000106,VIAÇÃO LIRA LTDA,"RUA DA CONSTITUIÇÃO, 23",BONFIM,350950,CAMPINAS,SP,13070130,19-37335007,28,não,não,sim,35.4356,,marcia.fernandes@vbtransportes.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42328,NULL,0,0,149,0,0,3,23,0,0,0,0,23,0,0,88,0,0,3178,0,0,3,0,0,101,42705,,,,
ativa,nacional,44920411000170,VIAÇÃO LOPES LTDA,"MARGINAL FRANCISCO ANTONIO FORTUNATO, Nº 1641",CENTRO,352740,LUCÉLIA,SP,17780000,18-3551-1810,6,não,não,sim,35.3113,,vialopes@terra.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42663,NULL,0,0,4,0,0,0,4,0,0,0,0,4,0,0,1,0,0,23,0,0,0,0,0,0,42705,,,,
ativa,nacional,2255414000197,VIAÇAO MANIATUR LTDA,RUA FREI EVERALDO 4724,CENTRO,410540,CHOPINZINHO,PR,85560000,46-32422502,7,não,não,sim,41.7449,,maniatur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42615,NULL,0,0,53,0,0,0,2,1,0,0,0,3,0,0,36,0,0,743,0,0,0,0,0,0,42705,,,,
ativa,nacional,27143718000193,VIAÇÃO MARILÂNDIA LTDA,"AVENIDA ARNALDO CARLOS DOS SANTOS, Nº. 2843",BENJAMIM CARLOS DOS SANTOS,320150,COLATINA,ES,29712417,27-3722-1419,11,não,não,sim,32.043,,viacaomarilandia@ig.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42698,NULL,0,0,29,0,0,0,2,0,0,0,0,2,0,0,22,0,0,811,0,0,0,0,0,0,42705,,,,
ativa,nacional,22891614000143,VIAÇAO MARVIN LTDA - ME,"RUA CAETANO PIRRI, Nº 834",MILIONARIOS,310620,BELO HORIZONTE,MG,30620070,31-33815266,12,não,não,sim,31.907,,viacaomarvin@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42349,NULL,0,0,37,0,0,0,2,0,0,0,0,2,0,0,24,0,0,695,0,0,0,0,0,0,42705,,,,
